set_id,time,channel,param_id,amplitude,duration,energy,rms,threshold,rise_time,signal_strength,counts,trai
910,321.37412989999996,4,5,0.08873279251338186,0.004134400000000001,18311467.40196562,3.671282832008532e-06,0.00017810493607935623,8.1e-05,9329.361136881778,171,243
911,321.3741316,2,3,0.0748908422247529,0.0040867,14110257.066356175,3.6912354560955345e-06,0.00017810493607935623,8.480000000000001e-05,9206.410894297545,200,244
912,321.3741377,5,6,0.0694852813015239,0.0048796,31978891.316951074,3.671282832008532e-06,0.00017810493607935623,0.0001035,15363.529120116777,213,245
913,321.3741394,1,2,0.0604445529649829,0.005027,10264963.368944202,3.7111880801825374e-06,0.00017810493607935623,0.00010790000000000001,8584.596375047257,236,246
914,321.3741425,6,7,0.0469999136876079,0.0039372,8404657.46498362,3.820927512661053e-06,0.00017810493607935623,0.000163,8042.69951347672,127,247
915,321.3741435,8,9,0.03547789436124339,0.0044398,8969718.591409251,3.7311407042695407e-06,0.00017810493607935623,0.0003863,8370.3200172503,165,248
916,321.37415039999996,7,8,0.03317623057191017,0.0041965,9003090.9877296,3.6912354560955345e-06,0.00017810493607935623,0.00039690000000000005,8828.889349120129,146,249
922,325.24632729999996,3,4,0.09976159817060352,0.0029776000000000004,23555078.7174091,3.631377583834526e-06,0.00017810493607935623,3.76e-05,10099.345555745585,126,250
923,325.2463304,5,6,0.09976159817060352,0.0040135,29565758.956299838,3.66130651996503e-06,0.00017810493607935623,7.85e-05,11759.805874768037,163,251
924,325.246332,4,5,0.08855925437053529,0.0038958,22101841.615022838,3.6513302079215287e-06,0.00017810493607935623,8.530000000000001e-05,10427.763726009782,121,252
